date,ndvi,ndre,cire,s2rep,field_id
2026-03-08,0.7339,0.4288,1.2274,714.7485,FLD0084
2026-03-13,0.7310,0.4297,1.2300,714.6876,FLD0084
2026-03-18,0.7289,0.4305,1.2316,714.6022,FLD0084
2026-03-23,0.7275,0.4312,1.2321,714.4944,FLD0084
2026-03-28,0.7265,0.4317,1.2320,714.3735,FLD0084
2026-04-02,0.7254,0.4324,1.2321,714.2563,FLD0084
2026-04-07,,,,,FLD0084
2026-04-12,,,,,FLD0084
2026-04-17,,,,,FLD0084
2026-04-22,,,,,FLD0084
2026-04-27,,,,,FLD0084
2026-05-02,,,,,FLD0084
2026-05-07,0.7176,0.4367,1.2331,713.4458,FLD0084
2026-05-12,0.7165,0.4373,1.2333,713.3300,FLD0084
2026-05-17,0.7153,0.4380,1.2334,713.2142,FLD0084
2026-05-22,0.7142,0.4386,1.2336,713.0985,FLD0084
2026-05-27,,,,,FLD0084
2026-06-01,,,,,FLD0084
2026-06-06,,,,,FLD0084
2026-06-11,,,,,FLD0084
2026-06-16,,,,,FLD0084
2026-06-21,,,,,FLD0084
2026-06-26,,,,,FLD0084
2026-07-01,,,,,FLD0084
2026-07-06,,,,,FLD0084
2026-07-11,,,,,FLD0084
2026-07-16,,,,,FLD0084
2026-07-21,,,,,FLD0084
2026-07-26,,,,,FLD0084
2026-07-31,,,,,FLD0084
2026-08-05,,,,,FLD0084
2026-08-10,,,,,FLD0084
2026-08-15,,,,,FLD0084
2026-08-20,,,,,FLD0084
2026-08-25,,,,,FLD0084
2026-08-30,,,,,FLD0084
2026-09-04,,,,,FLD0084
2026-09-09,,,,,FLD0084
2026-09-14,,,,,FLD0084
2026-09-19,,,,,FLD0084
2025-06-01,,,,,FLD0085
2025-06-06,0.6710,0.4729,1.8279,723.0872,FLD0085
2025-06-11,0.6733,0.4723,1.8163,722.8878,FLD0085
2025-06-16,0.6756,0.4717,1.8048,722.6885,FLD0085
2025-06-21,0.6779,0.4711,1.7932,722.4891,FLD0085
2025-06-26,,,,,FLD0085
2025-07-01,,,,,FLD0085
2025-07-06,,,,,FLD0085
2025-07-11,,,,,FLD0085
2025-07-16,,,,,FLD0085
2025-07-21,,,,,FLD0085
2025-07-26,,,,,FLD0085
2025-07-31,,,,,FLD0085
2025-08-05,,,,,FLD0085
2025-08-10,,,,,FLD0085
2025-08-15,,,,,FLD0085
2025-08-20,,,,,FLD0085
2025-08-25,,,,,FLD0085
2025-08-30,,,,,FLD0085
2025-09-04,,,,,FLD0085
2025-09-09,,,,,FLD0085
2025-09-14,,,,,FLD0085
2025-09-19,,,,,FLD0085
2025-09-24,,,,,FLD0085
2025-09-29,,,,,FLD0085
2025-10-04,,,,,FLD0085
2025-10-09,,,,,FLD0085
2025-10-14,,,,,FLD0085
2025-10-19,,,,,FLD0085
2025-10-24,,,,,FLD0085
2025-10-29,,,,,FLD0085
2025-11-03,,,,,FLD0085
2025-11-08,,,,,FLD0085
2025-11-13,,,,,FLD0085
2025-11-18,0.7465,0.4528,1.4467,716.5081,FLD0085
2025-11-23,0.7489,0.4522,1.4337,716.2747,FLD0085
2025-11-28,0.7512,0.4516,1.4225,716.0838,FLD0085
2025-12-03,0.7530,0.4506,1.4161,716.0077,FLD0085
2025-12-08,0.7542,0.4492,1.4159,716.0761,FLD0085
2025-12-13,0.7550,0.4475,1.4213,716.2762,FLD0085
2025-12-18,0.7554,0.4455,1.4299,716.5528,FLD0085
2025-12-23,0.7559,0.4435,1.4376,716.8082,FLD0085
2025-12-28,,,,,FLD0085
2026-01-02,,,,,FLD0085
2026-01-07,,,,,FLD0085
2026-01-12,0.7582,0.4358,1.4669,717.7956,FLD0085
2026-01-17,0.7588,0.4339,1.4743,718.0425,FLD0085
2026-01-22,0.7593,0.4320,1.4816,718.2894,FLD0085
2026-01-27,0.7599,0.4301,1.4889,718.5362,FLD0085
2026-02-01,,,,,FLD0085
2026-02-06,,,,,FLD0085
2026-02-11,,,,,FLD0085
2026-02-16,,,,,FLD0085
2026-02-21,,,,,FLD0085
2026-02-26,,,,,FLD0085
2026-03-03,,,,,FLD0085
2026-03-08,,,,,FLD0085
2026-03-13,,,,,FLD0085
2026-03-18,,,,,FLD0085
2026-03-23,,,,,FLD0085
2026-03-28,,,,,FLD0085
2026-04-02,,,,,FLD0085
2026-04-07,,,,,FLD0085
2026-04-12,,,,,FLD0085
2026-04-17,,,,,FLD0085
2026-04-22,,,,,FLD0085
2026-04-27,,,,,FLD0085
2026-05-02,,,,,FLD0085
2026-05-07,,,,,FLD0085
2026-05-12,,,,,FLD0085
2026-05-17,,,,,FLD0085
2026-05-22,,,,,FLD0085
2026-05-27,,,,,FLD0085
2026-06-01,,,,,FLD0085
2026-06-06,,,,,FLD0085
2026-06-11,,,,,FLD0085
2026-06-16,,,,,FLD0085
2026-06-21,,,,,FLD0085
2026-06-26,,,,,FLD0085
2026-07-01,,,,,FLD0085
2026-07-06,,,,,FLD0085
2026-07-11,,,,,FLD0085
2026-07-16,,,,,FLD0085
2026-07-21,,,,,FLD0085
2026-07-26,,,,,FLD0085
2026-07-31,,,,,FLD0085
2026-08-05,,,,,FLD0085
2026-08-10,,,,,FLD0085
2026-08-15,,,,,FLD0085
2026-08-20,,,,,FLD0085
2026-08-25,,,,,FLD0085
2026-08-30,,,,,FLD0085
2026-09-04,,,,,FLD0085
2026-09-09,,,,,FLD0085
2026-09-14,,,,,FLD0085
2026-09-19,,,,,FLD0085
2025-06-01,,,,,FLD0086
2025-06-06,,,,,FLD0086
2025-06-11,,,,,FLD0086
2025-06-16,,,,,FLD0086
2025-06-21,,,,,FLD0086
2025-06-26,,,,,FLD0086
2025-07-01,,,,,FLD0086
2025-07-06,,,,,FLD0086
2025-07-11,,,,,FLD0086
2025-07-16,,,,,FLD0086
2025-07-21,,,,,FLD0086
2025-07-26,,,,,FLD0086
2025-07-31,,,,,FLD0086
2025-08-05,,,,,FLD0086
2025-08-10,,,,,FLD0086
2025-08-15,,,,,FLD0086
2025-08-20,,,,,FLD0086
2025-08-25,,,,,FLD0086
2025-08-30,,,,,FLD0086
2025-09-04,,,,,FLD0086
2025-09-09,,,,,FLD0086
2025-09-14,,,,,FLD0086
2025-09-19,,,,,FLD0086
2025-09-24,,,,,FLD0086
2025-09-29,,,,,FLD0086
2025-10-04,,,,,FLD0086
2025-10-09,,,,,FLD0086
2025-10-14,,,,,FLD0086
2025-10-19,,,,,FLD0086
2025-10-24,,,,,FLD0086
2025-10-29,,,,,FLD0086
2025-11-03,,,,,FLD0086
2025-11-08,,,,,FLD0086
2025-11-13,,,,,FLD0086
2025-11-18,,,,,FLD0086
2025-11-23,,,,,FLD0086
2025-11-28,,,,,FLD0086
2025-12-03,,,,,FLD0086
2025-12-08,0.8094,0.4877,1.6635,716.8883,FLD0086
2025-12-13,0.7944,0.4784,1.6158,716.9640,FLD0086
2025-12-18,0.7793,0.4691,1.5682,717.0397,FLD0086
2025-12-23,0.7642,0.4598,1.5205,717.1154,FLD0086
2025-12-28,,,,,FLD0086
2026-01-02,,,,,FLD0086
2026-01-07,,,,,FLD0086
2026-01-12,0.7039,0.4227,1.3300,717.4183,FLD0086
2026-01-17,0.6860,0.4124,1.2835,717.7773,FLD0086
2026-01-22,0.6758,0.4049,1.2338,717.3573,FLD0086
2026-01-27,0.6689,0.3985,1.1826,716.5832,FLD0086
2026-02-01,0.6655,0.3934,1.1299,715.4550,FLD0086
2026-02-06,,,,,FLD0086
2026-02-11,,,,,FLD0086
2026-02-16,,,,,FLD0086
2026-02-21,,,,,FLD0086
2026-02-26,,,,,FLD0086
2026-03-03,,,,,FLD0086
2026-03-08,,,,,FLD0086
2026-03-13,,,,,FLD0086
2026-03-18,,,,,FLD0086
2026-03-23,,,,,FLD0086
2026-03-28,,,,,FLD0086
2026-04-02,,,,,FLD0086
2026-04-07,,,,,FLD0086
2026-04-12,,,,,FLD0086
2026-04-17,,,,,FLD0086
2026-04-22,,,,,FLD0086
2026-04-27,,,,,FLD0086
2026-05-02,,,,,FLD0086
2026-05-07,,,,,FLD0086
2026-05-12,,,,,FLD0086
2026-05-17,,,,,FLD0086
2026-05-22,,,,,FLD0086
2026-05-27,,,,,FLD0086
2026-06-01,,,,,FLD0086
2026-06-06,,,,,FLD0086
2026-06-11,,,,,FLD0086
2026-06-16,,,,,FLD0086
2026-06-21,,,,,FLD0086
2026-06-26,,,,,FLD0086
2026-07-01,,,,,FLD0086
2026-07-06,,,,,FLD0086
2026-07-11,,,,,FLD0086
2026-07-16,,,,,FLD0086
2026-07-21,,,,,FLD0086
2026-07-26,,,,,FLD0086
2026-07-31,,,,,FLD0086
2026-08-05,,,,,FLD0086
2026-08-10,,,,,FLD0086
2026-08-15,,,,,FLD0086
2026-08-20,,,,,FLD0086
2026-08-25,,,,,FLD0086
2026-08-30,,,,,FLD0086
2026-09-04,,,,,FLD0086
2026-09-09,,,,,FLD0086
2026-09-14,,,,,FLD0086
2026-09-19,,,,,FLD0086
2025-06-01,,,,,FLD0087
2025-06-06,0.6812,0.4611,1.7216,721.2892,FLD0087
2025-06-11,0.6826,0.4597,1.7062,721.0756,FLD0087
2025-06-16,0.6840,0.4583,1.6908,720.8620,FLD0087
2025-06-21,0.6855,0.4568,1.6755,720.6485,FLD0087
2025-06-26,,,,,FLD0087
2025-07-01,,,,,FLD0087
2025-07-06,,,,,FLD0087
2025-07-11,,,,,FLD0087
2025-07-16,,,,,FLD0087
2025-07-21,,,,,FLD0087
2025-07-26,,,,,FLD0087
2025-07-31,,,,,FLD0087
2025-08-05,,,,,FLD0087
2025-08-10,,,,,FLD0087
2025-08-15,,,,,FLD0087
2025-08-20,,,,,FLD0087
2025-08-25,,,,,FLD0087
2025-08-30,,,,,FLD0087
2025-09-04,,,,,FLD0087
2025-09-09,,,,,FLD0087
2025-09-14,,,,,FLD0087
2025-09-19,,,,,FLD0087
2025-09-24,,,,,FLD0087
2025-09-29,,,,,FLD0087
2025-10-04,,,,,FLD0087
2025-10-09,,,,,FLD0087
2025-10-14,,,,,FLD0087
2025-10-19,,,,,FLD0087
2025-10-24,,,,,FLD0087
2025-10-29,,,,,FLD0087
2025-11-03,,,,,FLD0087
2025-11-08,,,,,FLD0087
2025-11-13,,,,,FLD0087
2025-11-18,0.7289,0.4137,1.2142,714.2416,FLD0087
2025-11-23,0.7302,0.4118,1.1944,713.9718,FLD0087
2025-11-28,0.7317,0.4105,1.1801,713.7723,FLD0087
2025-12-03,0.7336,0.4108,1.1807,713.7625,FLD0087
2025-12-08,0.7359,0.4133,1.2000,713.9915,FLD0087
2025-12-13,0.7388,0.4176,1.2364,714.4383,FLD0087
2025-12-18,0.7419,0.4231,1.2827,715.0115,FLD0087
2025-12-23,0.7450,0.4283,1.3262,715.5496,FLD0087
2025-12-28,,,,,FLD0087
2026-01-02,,,,,FLD0087
2026-01-07,,,,,FLD0087
2026-01-12,0.7570,0.4485,1.4959,717.6458,FLD0087
2026-01-17,0.7605,0.4539,1.5421,718.2239,FLD0087
2026-01-22,0.7634,0.4589,1.5836,718.7345,FLD0087
2026-01-27,0.7648,0.4626,1.6120,719.0627,FLD0087
2026-02-01,0.7643,0.4648,1.6241,719.1613,FLD0087
2026-02-06,0.7620,0.4656,1.6212,719.0506,FLD0087
2026-02-11,0.7588,0.4656,1.6097,718.8183,FLD0087
2026-02-16,0.7558,0.4658,1.6005,718.6198,FLD0087
2026-02-21,,,,,FLD0087
2026-02-26,0.7501,0.4664,1.5842,718.2499,FLD0087
2026-03-03,0.7465,0.4661,1.5687,717.9973,FLD0087
2026-03-08,0.7438,0.4665,1.5623,717.8292,FLD0087
2026-03-13,0.7435,0.4690,1.5807,717.8891,FLD0087
2026-03-18,0.7461,0.4741,1.6303,718.2361,FLD0087
2026-03-23,0.7514,0.4816,1.7083,718.8449,FLD0087
2026-03-28,0.7600,0.4919,1.8150,719.6518,FLD0087
2026-04-02,0.7660,0.5000,1.9019,720.3589,FLD0087
2026-04-07,0.7659,0.5021,1.9442,720.8856,FLD0087
2026-04-12,0.7588,0.4986,1.9364,721.2260,FLD0087
2026-04-17,0.7457,0.4922,1.8905,721.4651,FLD0087
2026-04-22,0.7288,0.4837,1.8173,721.5689,FLD0087
2026-04-27,0.7087,0.4738,1.7305,721.5466,FLD0087
2026-05-02,0.6918,0.4636,1.6447,721.3492,FLD0087
2026-05-07,0.6869,0.4542,1.5917,721.1546,FLD0087
2026-05-12,0.6909,0.4504,1.5227,720.1951,FLD0087
2026-05-17,0.7054,0.4576,1.5520,719.9258,FLD0087
2026-05-22,0.7113,0.4598,1.5575,719.3088,FLD0087
2026-05-27,0.7159,0.4661,1.6023,719.4247,FLD0087
2026-06-01,0.7172,0.4738,1.6696,719.9179,FLD0087
2026-06-06,0.7151,0.4829,1.7593,720.7885,FLD0087
2026-06-11,,,,,FLD0087
2026-06-16,,,,,FLD0087
2026-06-21,,,,,FLD0087
2026-06-26,,,,,FLD0087
2026-07-01,,,,,FLD0087
2026-07-06,,,,,FLD0087
2026-07-11,,,,,FLD0087
2026-07-16,,,,,FLD0087
2026-07-21,,,,,FLD0087
2026-07-26,,,,,FLD0087
2026-07-31,,,,,FLD0087
2026-08-05,,,,,FLD0087
2026-08-10,,,,,FLD0087
2026-08-15,,,,,FLD0087
2026-08-20,,,,,FLD0087
2026-08-25,,,,,FLD0087
2026-08-30,,,,,FLD0087
2026-09-04,,,,,FLD0087
2026-09-09,,,,,FLD0087
2026-09-14,,,,,FLD0087
2026-09-19,,,,,FLD0087
2025-06-01,,,,,FLD0088
2025-06-06,0.5093,0.3747,1.1509,722.5370,FLD0088
2025-06-11,0.5186,0.3783,1.1679,722.3774,FLD0088
2025-06-16,0.5279,0.3819,1.1850,722.2177,FLD0088
2025-06-21,0.5372,0.3854,1.2020,722.0581,FLD0088
2025-06-26,,,,,FLD0088
2025-07-01,,,,,FLD0088
2025-07-06,,,,,FLD0088
2025-07-11,,,,,FLD0088
2025-07-16,,,,,FLD0088
2025-07-21,,,,,FLD0088
2025-07-26,,,,,FLD0088
2025-07-31,,,,,FLD0088
2025-08-05,,,,,FLD0088
2025-08-10,,,,,FLD0088
2025-08-15,,,,,FLD0088
2025-08-20,,,,,FLD0088
2025-08-25,,,,,FLD0088
2025-08-30,,,,,FLD0088
2025-09-04,,,,,FLD0088
2025-09-09,,,,,FLD0088
2025-09-14,,,,,FLD0088
2025-09-19,,,,,FLD0088
2025-09-24,,,,,FLD0088
2025-09-29,,,,,FLD0088
2025-10-04,,,,,FLD0088
2025-10-09,,,,,FLD0088
2025-10-14,,,,,FLD0088
2025-10-19,,,,,FLD0088
2025-10-24,,,,,FLD0088
2025-10-29,,,,,FLD0088
2025-11-03,,,,,FLD0088
2025-11-08,,,,,FLD0088
2025-11-13,,,,,FLD0088
2025-11-18,0.8160,0.4923,1.7140,717.2690,FLD0088
2025-11-23,0.8266,0.4965,1.7331,717.0772,FLD0088
2025-11-28,0.8355,0.4999,1.7497,716.9256,FLD0088
2025-12-03,0.8401,0.5012,1.7593,716.8826,FLD0088
2025-12-08,0.8391,0.5000,1.7602,716.9764,FLD0088
2025-12-13,0.8331,0.4965,1.7531,717.1949,FLD0088
2025-12-18,0.8241,0.4915,1.7413,717.4857,FLD0088
2025-12-23,0.8160,0.4870,1.7309,717.7565,FLD0088
2025-12-28,,,,,FLD0088
2026-01-02,,,,,FLD0088
2026-01-07,,,,,FLD0088
2026-01-12,0.7847,0.4694,1.6912,718.8073,FLD0088
2026-01-17,0.7769,0.4650,1.6813,719.0700,FLD0088
2026-01-22,0.7691,0.4606,1.6714,719.3327,FLD0088
2026-01-27,0.7613,0.4562,1.6615,719.5954,FLD0088
2026-02-01,,,,,FLD0088
2026-02-06,,,,,FLD0088
2026-02-11,,,,,FLD0088
2026-02-16,,,,,FLD0088
2026-02-21,,,,,FLD0088
2026-02-26,,,,,FLD0088
2026-03-03,,,,,FLD0088
2026-03-08,,,,,FLD0088
2026-03-13,,,,,FLD0088
2026-03-18,,,,,FLD0088
2026-03-23,,,,,FLD0088
2026-03-28,,,,,FLD0088
2026-04-02,,,,,FLD0088
2026-04-07,,,,,FLD0088
2026-04-12,,,,,FLD0088
2026-04-17,,,,,FLD0088
2026-04-22,,,,,FLD0088
2026-04-27,,,,,FLD0088
2026-05-02,,,,,FLD0088
2026-05-07,,,,,FLD0088
2026-05-12,,,,,FLD0088
2026-05-17,,,,,FLD0088
2026-05-22,,,,,FLD0088
2026-05-27,,,,,FLD0088
2026-06-01,,,,,FLD0088
2026-06-06,,,,,FLD0088
2026-06-11,,,,,FLD0088
2026-06-16,,,,,FLD0088
2026-06-21,,,,,FLD0088
2026-06-26,,,,,FLD0088
2026-07-01,,,,,FLD0088
2026-07-06,,,,,FLD0088
2026-07-11,,,,,FLD0088
2026-07-16,,,,,FLD0088
2026-07-21,,,,,FLD0088
2026-07-26,,,,,FLD0088
2026-07-31,,,,,FLD0088
2026-08-05,,,,,FLD0088
2026-08-10,,,,,FLD0088
2026-08-15,,,,,FLD0088
2026-08-20,,,,,FLD0088
2026-08-25,,,,,FLD0088
2026-08-30,,,,,FLD0088
2026-09-04,,,,,FLD0088
2026-09-09,,,,,FLD0088
2026-09-14,,,,,FLD0088
2026-09-19,,,,,FLD0088
2025-06-01,,,,,FLD0089
2025-06-06,,,,,FLD0089
2025-06-11,,,,,FLD0089
2025-06-16,,,,,FLD0089
2025-06-21,,,,,FLD0089
2025-06-26,,,,,FLD0089
2025-07-01,,,,,FLD0089
2025-07-06,,,,,FLD0089
2025-07-11,,,,,FLD0089
2025-07-16,,,,,FLD0089
2025-07-21,,,,,FLD0089
2025-07-26,,,,,FLD0089
2025-07-31,,,,,FLD0089
2025-08-05,,,,,FLD0089
2025-08-10,,,,,FLD0089
2025-08-15,,,,,FLD0089
2025-08-20,,,,,FLD0089
2025-08-25,,,,,FLD0089
2025-08-30,,,,,FLD0089
2025-09-04,,,,,FLD0089
2025-09-09,,,,,FLD0089
2025-09-14,,,,,FLD0089
2025-09-19,,,,,FLD0089
2025-09-24,,,,,FLD0089
2025-09-29,,,,,FLD0089
2025-10-04,,,,,FLD0089
2025-10-09,,,,,FLD0089
2025-10-14,,,,,FLD0089
2025-10-19,,,,,FLD0089
2025-10-24,,,,,FLD0089
2025-10-29,,,,,FLD0089
2025-11-03,,,,,FLD0089
2025-11-08,,,,,FLD0089
2025-11-13,,,,,FLD0089
2025-11-18,,,,,FLD0089
2025-11-23,,,,,FLD0089
2025-11-28,,,,,FLD0089
2025-12-03,,,,,FLD0089
2025-12-08,,,,,FLD0089
2025-12-13,,,,,FLD0089
2025-12-18,,,,,FLD0089
2025-12-23,,,,,FLD0089
2025-12-28,,,,,FLD0089
2026-01-02,,,,,FLD0089
2026-01-07,,,,,FLD0089
2026-01-12,,,,,FLD0089
2026-01-17,,,,,FLD0089
2026-01-22,,,,,FLD0089
2026-01-27,,,,,FLD0089
2026-02-01,,,,,FLD0089
2026-02-06,,,,,FLD0089
2026-02-11,,,,,FLD0089
2026-02-16,,,,,FLD0089
2026-02-21,,,,,FLD0089
2026-02-26,,,,,FLD0089
2026-03-03,,,,,FLD0089
2026-03-08,,,,,FLD0089
2026-03-13,,,,,FLD0089
2026-03-18,,,,,FLD0089
2026-03-23,,,,,FLD0089
2026-03-28,,,,,FLD0089
2026-04-02,,,,,FLD0089
2026-04-07,,,,,FLD0089
2026-04-12,,,,,FLD0089
2026-04-17,,,,,FLD0089
2026-04-22,,,,,FLD0089
2026-04-27,,,,,FLD0089
2026-05-02,,,,,FLD0089
2026-05-07,,,,,FLD0089
2026-05-12,,,,,FLD0089
2026-05-17,,,,,FLD0089
2026-05-22,,,,,FLD0089
2026-05-27,,,,,FLD0089
2026-06-01,,,,,FLD0089
2026-06-06,,,,,FLD0089
2026-06-11,,,,,FLD0089
2026-06-16,,,,,FLD0089
2026-06-21,,,,,FLD0089
2026-06-26,,,,,FLD0089
2026-07-01,,,,,FLD0089
2026-07-06,,,,,FLD0089
2026-07-11,,,,,FLD0089
2026-07-16,,,,,FLD0089
2026-07-21,,,,,FLD0089
2026-07-26,,,,,FLD0089
2026-07-31,,,,,FLD0089
2026-08-05,,,,,FLD0089
2026-08-10,,,,,FLD0089
2026-08-15,,,,,FLD0089
2026-08-20,,,,,FLD0089
2026-08-25,,,,,FLD0089
2026-08-30,,,,,FLD0089
2026-09-04,,,,,FLD0089
2026-09-09,,,,,FLD0089
2026-09-14,,,,,FLD0089
2026-09-19,,,,,FLD0089
2025-06-01,,,,,FLD0090
2025-06-06,0.5625,0.4252,1.4357,723.9212,FLD0090
2025-06-11,0.5722,0.4294,1.4620,723.7952,FLD0090
2025-06-16,0.5818,0.4336,1.4882,723.6692,FLD0090
2025-06-21,0.5915,0.4377,1.5145,723.5433,FLD0090
2025-06-26,,,,,FLD0090
2025-07-01,,,,,FLD0090
2025-07-06,,,,,FLD0090
2025-07-11,,,,,FLD0090
2025-07-16,,,,,FLD0090
2025-07-21,,,,,FLD0090
2025-07-26,,,,,FLD0090
2025-07-31,,,,,FLD0090
2025-08-05,,,,,FLD0090
2025-08-10,,,,,FLD0090
2025-08-15,,,,,FLD0090
2025-08-20,,,,,FLD0090
2025-08-25,,,,,FLD0090
2025-08-30,,,,,FLD0090
2025-09-04,,,,,FLD0090
2025-09-09,,,,,FLD0090
2025-09-14,,,,,FLD0090
2025-09-19,,,,,FLD0090
2025-09-24,,,,,FLD0090
2025-09-29,,,,,FLD0090
2025-10-04,,,,,FLD0090
2025-10-09,,,,,FLD0090
2025-10-14,,,,,FLD0090
2025-10-19,,,,,FLD0090
2025-10-24,,,,,FLD0090
2025-10-29,,,,,FLD0090
2025-11-03,,,,,FLD0090
2025-11-08,,,,,FLD0090
2025-11-13,,,,,FLD0090
2025-11-18,0.8824,0.5627,2.3022,719.7637,FLD0090
2025-11-23,0.8957,0.5687,2.3406,719.6525,FLD0090
2025-11-28,0.9045,0.5724,2.3638,719.5228,FLD0090
2025-12-03,0.9011,0.5698,2.3460,719.3431,FLD0090
2025-12-08,0.8822,0.5594,2.2766,719.1004,FLD0090
2025-12-13,0.8494,0.5418,2.1601,718.8004,FLD0090
2025-12-18,0.8084,0.5200,2.0163,718.4669,FLD0090
2025-12-23,0.7696,0.4993,1.8801,718.1428,FLD0090
2025-12-28,,,,,FLD0090
2026-01-02,,,,,FLD0090
2026-01-07,0.6562,0.4388,1.4805,717.1814,FLD0090
2026-01-12,0.6157,0.4173,1.3378,716.4400,FLD0090
2026-01-17,0.5824,0.3994,1.2212,716.8563,FLD0090
2026-01-22,0.5523,0.3831,1.1165,717.7988,FLD0090
2026-01-27,0.5255,0.3684,1.0236,719.2676,FLD0090
2026-02-01,,,,,FLD0090
2026-02-06,,,,,FLD0090
2026-02-11,,,,,FLD0090
2026-02-16,,,,,FLD0090
2026-02-21,,,,,FLD0090
2026-02-26,,,,,FLD0090
2026-03-03,,,,,FLD0090
2026-03-08,,,,,FLD0090
2026-03-13,,,,,FLD0090
2026-03-18,,,,,FLD0090
2026-03-23,,,,,FLD0090
2026-03-28,,,,,FLD0090
2026-04-02,,,,,FLD0090
2026-04-07,,,,,FLD0090
2026-04-12,,,,,FLD0090
2026-04-17,,,,,FLD0090
2026-04-22,,,,,FLD0090
2026-04-27,,,,,FLD0090
2026-05-02,,,,,FLD0090
2026-05-07,,,,,FLD0090
2026-05-12,,,,,FLD0090
2026-05-17,,,,,FLD0090
2026-05-22,,,,,FLD0090
2026-05-27,,,,,FLD0090
2026-06-01,,,,,FLD0090
2026-06-06,,,,,FLD0090
2026-06-11,,,,,FLD0090
2026-06-16,,,,,FLD0090
2026-06-21,,,,,FLD0090
2026-06-26,,,,,FLD0090
2026-07-01,,,,,FLD0090
2026-07-06,,,,,FLD0090
2026-07-11,,,,,FLD0090
2026-07-16,,,,,FLD0090
2026-07-21,,,,,FLD0090
2026-07-26,,,,,FLD0090
2026-07-31,,,,,FLD0090
2026-08-05,,,,,FLD0090
2026-08-10,,,,,FLD0090
2026-08-15,,,,,FLD0090
2026-08-20,,,,,FLD0090
2026-08-25,,,,,FLD0090
2026-08-30,,,,,FLD0090
2026-09-04,,,,,FLD0090
2026-09-09,,,,,FLD0090
2026-09-14,,,,,FLD0090
2026-09-19,,,,,FLD0090
2025-06-01,,,,,FLD0091
2025-06-06,,,,,FLD0091
2025-06-11,,,,,FLD0091
2025-06-16,,,,,FLD0091
2025-06-21,,,,,FLD0091
2025-06-26,,,,,FLD0091
2025-07-01,,,,,FLD0091
2025-07-06,,,,,FLD0091
2025-07-11,,,,,FLD0091
2025-07-16,,,,,FLD0091
2025-07-21,,,,,FLD0091
2025-07-26,,,,,FLD0091
2025-07-31,,,,,FLD0091
2025-08-05,,,,,FLD0091
2025-08-10,,,,,FLD0091
2025-08-15,,,,,FLD0091
2025-08-20,,,,,FLD0091
2025-08-25,,,,,FLD0091
2025-08-30,,,,,FLD0091
2025-09-04,,,,,FLD0091
2025-09-09,,,,,FLD0091
2025-09-14,0.8179,0.5680,2.4253,722.8648,FLD0091
2025-09-19,0.8176,0.5626,2.3778,722.4716,FLD0091
2025-09-24,0.8173,0.5571,2.3304,722.0783,FLD0091
2025-09-29,0.8170,0.5516,2.2829,721.6851,FLD0091
2025-10-04,,,,,FLD0091
2025-10-09,,,,,FLD0091
2025-10-14,,,,,FLD0091
2025-10-19,,,,,FLD0091
2025-10-24,,,,,FLD0091
2025-10-29,,,,,FLD0091
2025-11-03,,,,,FLD0091
2025-11-08,,,,,FLD0091
2025-11-13,,,,,FLD0091
2025-11-18,0.8140,0.4970,1.8081,717.7527,FLD0091
2025-11-23,0.8137,0.4915,1.7606,717.3594,FLD0091
2025-11-28,0.8134,0.4861,1.7132,716.9662,FLD0091
2025-12-03,0.8131,0.4806,1.6657,716.5729,FLD0091
2025-12-08,,,,,FLD0091
2025-12-13,,,,,FLD0091
2025-12-18,,,,,FLD0091
2025-12-23,,,,,FLD0091
2025-12-28,,,,,FLD0091
2026-01-02,,,,,FLD0091
2026-01-07,,,,,FLD0091
2026-01-12,,,,,FLD0091
2026-01-17,,,,,FLD0091
2026-01-22,,,,,FLD0091
2026-01-27,,,,,FLD0091
2026-02-01,,,,,FLD0091
2026-02-06,,,,,FLD0091
2026-02-11,,,,,FLD0091
2026-02-16,,,,,FLD0091
2026-02-21,,,,,FLD0091
2026-02-26,,,,,FLD0091
2026-03-03,,,,,FLD0091
2026-03-08,,,,,FLD0091
2026-03-13,,,,,FLD0091
2026-03-18,,,,,FLD0091
2026-03-23,,,,,FLD0091
2026-03-28,,,,,FLD0091
2026-04-02,,,,,FLD0091
2026-04-07,,,,,FLD0091
2026-04-12,,,,,FLD0091
2026-04-17,,,,,FLD0091
2026-04-22,,,,,FLD0091
2026-04-27,,,,,FLD0091
2026-05-02,,,,,FLD0091
2026-05-07,,,,,FLD0091
2026-05-12,,,,,FLD0091
2026-05-17,,,,,FLD0091
2026-05-22,,,,,FLD0091
2026-05-27,,,,,FLD0091
2026-06-01,,,,,FLD0091
2026-06-06,,,,,FLD0091
2026-06-11,,,,,FLD0091
2026-06-16,,,,,FLD0091
2026-06-21,,,,,FLD0091
2026-06-26,,,,,FLD0091
2026-07-01,,,,,FLD0091
2026-07-06,,,,,FLD0091
2026-07-11,,,,,FLD0091
2026-07-16,,,,,FLD0091
2026-07-21,,,,,FLD0091
2026-07-26,,,,,FLD0091
2026-07-31,,,,,FLD0091
2026-08-05,,,,,FLD0091
2026-08-10,,,,,FLD0091
2026-08-15,,,,,FLD0091
2026-08-20,,,,,FLD0091
2026-08-25,,,,,FLD0091
2026-08-30,,,,,FLD0091
2026-09-04,,,,,FLD0091
2026-09-09,,,,,FLD0091
2026-09-14,,,,,FLD0091
2026-09-19,,,,,FLD0091
